"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slc25a4.4",7.53256724780781e-21,-0.438119264564814,0.732,0.832,2.10896817804123e-16,"6","Slc25a4"
"Rsu1.5",7.73394854977674e-21,-0.488136848410773,0.256,0.511,2.16535091496649e-16,"6","Rsu1"
"Mef2c.6",7.8402303163462e-21,-0.586158193476011,0.055,0.276,2.19510768397061e-16,"6","Mef2c"
"Klf15",8.00275168426615e-21,0.224859130717226,0.217,0.044,2.24061041656084e-16,"6","Klf15"
"Gabrp.1",8.27337261864543e-21,0.271516586586223,0.209,0.044,2.31637886576835e-16,"6","Gabrp"
"Mmp14.5",9.19849332514023e-21,-0.488886889695643,0.224,0.505,2.57539416117276e-16,"6","Mmp14"
"Aig1.4",9.62649304266439e-21,0.397376673318995,0.657,0.398,2.69522552208518e-16,"6","Aig1"
"Zfp36.5",9.86731189528994e-21,0.69804242988805,0.547,0.409,2.76264998444328e-16,"6","Zfp36"
"Prex2.5",9.91602931077882e-21,-0.65872610743675,0.031,0.251,2.77628988643186e-16,"6","Prex2"
"Esam.6",1.0131578925559e-20,-0.676383460199849,0.083,0.314,2.836639467578e-16,"6","Esam"
"Zfand4",1.10090406432161e-20,0.145487520708052,0.106,0.007,3.08231119928765e-16,"6","Zfand4"
"Cd34.6",1.12626094712471e-20,-0.834537320791988,0.035,0.241,3.15330539975977e-16,"6","Cd34"
"Sco2",1.15364345960135e-20,0.312046760129638,0.272,0.105,3.22997095819186e-16,"6","Sco2"
"Brk1.3",1.19193621328288e-20,-0.377589383436435,0.622,0.792,3.33718300994942e-16,"6","Brk1"
"Mtch1.5",1.39611194666746e-20,-0.405084340238624,0.642,0.775,3.90883422827956e-16,"6","Mtch1"
"Anxa1.5",1.42681445798145e-20,0.376798241001526,0.783,0.488,3.99479511945647e-16,"6","Anxa1"
"Pcbd1.5",1.4271604751404e-20,0.431177079264187,0.614,0.353,3.9957638982981e-16,"6","Pcbd1"
"Dnal1",1.81964511574644e-20,0.262481146753715,0.22,0.058,5.09464239506688e-16,"6","Dnal1"
"Spire2",1.84568036743683e-20,0.157239642451171,0.106,0.018,5.16753589274965e-16,"6","Spire2"
"Plac8.4",1.85713350539538e-20,-1.13115219185094,0.043,0.252,5.19960238840598e-16,"6","Plac8"
"Sdccag8",1.9354458033769e-20,0.26423366093523,0.217,0.06,5.41886116029463e-16,"6","Sdccag8"
"Fam229b.1",1.96896917041153e-20,0.260765370014684,0.185,0.049,5.51271988331819e-16,"6","Fam229b"
"Vat1.3",2.1133433598846e-20,-0.376786955808594,0.047,0.276,5.9169387390049e-16,"6","Vat1"
"Neat1.5",2.17648693624006e-20,0.335927739270657,0.862,0.586,6.09372812408492e-16,"6","Neat1"
"Glb1l2.1",2.19111496926785e-20,0.203538219150908,0.138,0.015,6.13468369095612e-16,"6","Glb1l2"
"Ifngr2.3",2.25269353975091e-20,-0.370083860815081,0.114,0.353,6.30709137259459e-16,"6","Ifngr2"
"Slc2a1",2.45717398466744e-20,0.255267478229174,0.248,0.067,6.87959572227189e-16,"6","Slc2a1"
"Slc25a5.2",2.53435286636258e-20,0.414296219450082,0.925,0.833,7.09568115524196e-16,"6","Slc25a5"
"Tpm2.6",2.7094239984933e-20,-0.843218294674616,0.051,0.281,7.58584531098155e-16,"6","Tpm2"
"Akr1a1.5",2.81362345586408e-20,-0.323248733332242,0.862,0.904,7.87758295172826e-16,"6","Akr1a1"
"Mylk.6",2.86422059815061e-20,-0.879678103409613,0.087,0.31,8.01924483070208e-16,"6","Mylk"
"Uqcr11.3",2.8718838168657e-20,0.341491842760719,0.976,0.906,8.04070031046059e-16,"6","Uqcr11"
"Stk36",3.01835529164511e-20,0.233250037696938,0.165,0.027,8.45079114554797e-16,"6","Stk36"
"Nrxn2",3.22250417488861e-20,0.190532962638382,0.134,0.017,9.02236718885314e-16,"6","Nrxn2"
"Cotl1.3",3.59245183441229e-20,-0.561720738601357,0.154,0.356,1.00581466459875e-15,"6","Cotl1"
"Cd63.6",3.64064296931039e-20,-0.508131901086012,0.709,0.777,1.01930721854752e-15,"6","Cd63"
"Nudt11",3.89201415351841e-20,0.204721259088438,0.154,0.025,1.08968612270208e-15,"6","Nudt11"
"Mmp15.5",4.04059574819322e-20,0.407084930805406,0.547,0.297,1.13128599757914e-15,"6","Mmp15"
"Nrbp2.5",4.2985533370574e-20,0.336184733801734,0.421,0.173,1.20350896330933e-15,"6","Nrbp2"
"Rhoj.6",4.87073236735633e-20,-0.47031180128191,0.02,0.213,1.36370764821242e-15,"6","Rhoj"
"Ephx1",5.10402741350122e-20,0.276862731627322,0.311,0.096,1.42902559523207e-15,"6","Ephx1"
"Scand1.1",5.10592842248378e-20,0.425500003222666,0.866,0.752,1.42955783972701e-15,"6","Scand1"
"Rrp1.3",5.21169909827564e-20,0.378301129950213,0.705,0.485,1.45917151353521e-15,"6","Rrp1"
"Fkbp7.5",5.24140203572163e-20,-0.429714076275041,0.083,0.285,1.46748774196134e-15,"6","Fkbp7"
"Cldn8",5.43563862319104e-20,0.233443059620143,0.157,0.041,1.52187010172103e-15,"6","Cldn8"
"Bbs1",5.74962552145863e-20,0.185973928832437,0.114,0.012,1.60978015349799e-15,"6","Bbs1"
"Ift140",6.10666048046868e-20,0.213969476769909,0.138,0.023,1.70974280132162e-15,"6","Ift140"
"Rps12-ps3.6",6.67250124102391e-20,-0.435576038551785,0.5,0.723,1.86816689746187e-15,"6","Rps12-ps3"
"Antxr1.6",7.56413275382279e-20,-0.428894552846807,0.059,0.249,2.1178058884153e-15,"6","Antxr1"
"Apoe.5",8.22443842427493e-20,-0.967888648193294,0.094,0.328,2.3026782700285e-15,"6","Apoe"
"Capza2.4",8.35290809489824e-20,-0.403014803740033,0.402,0.607,2.33864720840961e-15,"6","Capza2"
"Tcf4.6",8.37582043509179e-20,-0.650766942370502,0.268,0.481,2.345062205417e-15,"6","Tcf4"
"Eln.6",8.39488027425108e-20,-2.5015522266434,0.335,0.479,2.35039857918482e-15,"6","Eln"
"Zfos1.6",9.22763164651726e-20,-0.485296839724818,0.417,0.675,2.5835523083919e-15,"6","Zfos1"
"Enkd1",1.02549138507272e-19,0.24256434596239,0.185,0.046,2.87117077992662e-15,"6","Enkd1"
"Scarf2.6",1.02828402026831e-19,-0.38963734122064,0.035,0.239,2.87898959994723e-15,"6","Scarf2"
"Sprr1a.6",1.06457560569468e-19,-1.90245702125824,0.055,0.258,2.98059878082395e-15,"6","Sprr1a"
"Nid1.6",1.10457514272172e-19,-0.471472966270905,0.031,0.241,3.09258948459226e-15,"6","Nid1"
"Thbd.5",1.12056539240633e-19,-0.605782140285149,0.024,0.223,3.13735898565923e-15,"6","Thbd"
"Aox3",1.25110204987901e-19,0.150572142409075,0.126,0.013,3.50283551925125e-15,"6","Aox3"
"App.5",1.35204190014755e-19,-0.533273438290792,0.602,0.766,3.78544691203311e-15,"6","App"
"Aox1",1.54791828448675e-19,0.154770648060791,0.142,0.017,4.33386161290599e-15,"6","Aox1"
"Ctsz.6",1.60083110419532e-19,-0.451232022335149,0.343,0.56,4.48200692552607e-15,"6","Ctsz"
"Prodh",1.6541121268447e-19,0.240845563778697,0.177,0.045,4.63118313273979e-15,"6","Prodh"
"Nfib.6",1.69464718243581e-19,-0.61731010233282,0.618,0.69,4.74467318138378e-15,"6","Nfib"
"Fscn1.5",1.87654655283252e-19,-0.336337838522545,0.024,0.214,5.25395503862049e-15,"6","Fscn1"
"Wdr89.3",1.91874574171184e-19,-0.378862016816522,0.764,0.892,5.3721043276448e-15,"6","Wdr89"
"Efnb1.5",1.97872384752126e-19,-0.398971099960629,0.106,0.341,5.54003102829004e-15,"6","Efnb1"
"Gm19412",2.11498804884167e-19,0.213361524112335,0.157,0.023,5.9215435391469e-15,"6","Gm19412"
"H1f0.5",2.12885484096441e-19,-0.602068060440774,0.48,0.687,5.96036778373214e-15,"6","H1f0"
"BC028528.6",2.14988945433736e-19,-0.853541855457384,0.031,0.228,6.01926049425375e-15,"6","BC028528"
"Baiap2.5",2.18584936227119e-19,0.381385640560516,0.591,0.33,6.11994104448688e-15,"6","Baiap2"
"Iqce",2.49231196013585e-19,0.271411855933324,0.197,0.052,6.97797502598836e-15,"6","Iqce"
"Cdh13.5",2.72145259000157e-19,-0.275373418999301,0.016,0.196,7.61952296148639e-15,"6","Cdh13"
"Swt1.5",2.73837655112777e-19,0.400018151552352,0.642,0.393,7.66690666784752e-15,"6","Swt1"
"Acsl1.1",3.17276444515335e-19,0.265700462259393,0.287,0.097,8.88310589354035e-15,"6","Acsl1"
"Lpp.4",3.42002418609387e-19,-0.463681698840488,0.272,0.512,9.57538371622563e-15,"6","Lpp"
"Csgalnact1.1",3.45987407704729e-19,0.265430063599445,0.185,0.036,9.68695544091701e-15,"6","Csgalnact1"
"Eng.6",3.49245514535718e-19,-0.579141879675531,0.031,0.234,9.77817591597102e-15,"6","Eng"
"Rpl27.2",3.79982699565441e-19,-0.269004307301951,0.98,0.993,1.06387556224332e-14,"6","Rpl27"
"Slco2a1.6",3.94183222212486e-19,-0.583781731223006,0.091,0.314,1.10363418555052e-14,"6","Slco2a1"
"Smagp.5",4.11238494179554e-19,-0.489288832138304,0.157,0.378,1.15138553600392e-14,"6","Smagp"
"Gdpd1.4",4.26092251230046e-19,0.294681040602475,0.366,0.139,1.19297308499388e-14,"6","Gdpd1"
"Rragd",4.37270462185821e-19,0.209304209555815,0.169,0.034,1.22426984002786e-14,"6","Rragd"
"Coq4",4.39663407987401e-19,0.248847708632347,0.264,0.084,1.23096960968313e-14,"6","Coq4"
"Cdc42ep5.6",4.91512867951392e-19,-0.404347360102743,0.146,0.358,1.37613772769031e-14,"6","Cdc42ep5"
"Tbc1d32",4.93933914868484e-19,0.235945496366423,0.138,0.042,1.38291617484878e-14,"6","Tbc1d32"
"Ttyh3.5",5.61622413124341e-19,-0.380095488202655,0.071,0.294,1.57243043226553e-14,"6","Ttyh3"
"Prkar2b.2",5.84743203842287e-19,0.28681213316218,0.228,0.054,1.63716402211764e-14,"6","Prkar2b"
"Plet1.6",6.15517559825236e-19,0.376904258399134,0.433,0.183,1.7233260639987e-14,"6","Plet1"
"Aqp1.6",6.31318017754283e-19,-1.09212886891596,0.102,0.286,1.76756418610844e-14,"6","Aqp1"
"Arap2.4",6.77249127195652e-19,-0.269410067418661,0.012,0.194,1.89616210632239e-14,"6","Arap2"
"Adam22",7.96193514101983e-19,0.180320782835511,0.134,0.018,2.22918260078273e-14,"6","Adam22"
"Tmprss2.6",8.24195356148225e-19,0.366017242451307,0.512,0.254,2.3075821581438e-14,"6","Tmprss2"
"Rnf32",8.55768465428824e-19,0.150776216043976,0.13,0.015,2.39598054950762e-14,"6","Rnf32"
"Agrn.6",8.62688312677583e-19,-0.498003141659425,0.181,0.407,2.4153547378347e-14,"6","Agrn"
"Laptm4a.5",9.10873218909169e-19,-0.515515423792416,0.772,0.859,2.55026283830189e-14,"6","Laptm4a"
"Qsox1.4",9.19706948106167e-19,0.370602221678427,0.488,0.251,2.57499551330765e-14,"6","Qsox1"
"RP23-54G8.4.1",9.35943560535127e-19,0.139589796618568,0.114,0.011,2.62045478078625e-14,"6","RP23-54G8.4"
"Kremen1",9.94581329169065e-19,0.273471566366599,0.26,0.088,2.78462880540755e-14,"6","Kremen1"
"Ptpru",1.00394678973545e-18,0.225357113877581,0.154,0.022,2.8108502219013e-14,"6","Ptpru"
"Adamts10.6",1.04735791479764e-18,-0.471054020129349,0.102,0.305,2.93239268985044e-14,"6","Adamts10"
"Tagln.6",1.08879036526351e-18,-1.40634084464071,0.039,0.241,3.04839526466479e-14,"6","Tagln"
"Wdpcp",1.0976677758165e-18,0.195695013025988,0.154,0.027,3.07325023873105e-14,"6","Wdpcp"
"Klf4.5",1.18498860803732e-18,-0.754007303523283,0.114,0.348,3.31773110478289e-14,"6","Klf4"
"Lsp1.6",1.2472676614741e-18,-0.818450411813212,0.071,0.24,3.49209999859518e-14,"6","Lsp1"
"Nek2",1.38905273156513e-18,0.234120407190563,0.146,0.032,3.88906983783604e-14,"6","Nek2"
"Fgfr3.4",1.46056565234221e-18,0.346313875804108,0.425,0.191,4.08929171342772e-14,"6","Fgfr3"
"Myrf.6",1.47626884952339e-18,-0.207808781502921,0.008,0.178,4.13325752489558e-14,"6","Myrf"
"Srgn.6",1.68314626710413e-18,-1.01343800416453,0.043,0.211,4.71247291863814e-14,"6","Srgn"
"Galk2",1.72691129539601e-18,0.303645510592837,0.315,0.164,4.83500624484975e-14,"6","Galk2"
"Katnb1",1.93568909485269e-18,0.259309096301022,0.205,0.068,5.41954232776856e-14,"6","Katnb1"
"Prepl",2.01251863657179e-18,0.218779945392999,0.142,0.038,5.6346496786737e-14,"6","Prepl"
"Dnajc12",2.08860547361828e-18,0.282782650022851,0.283,0.095,5.84767760503647e-14,"6","Dnajc12"
"Myof.6",2.09950254678895e-18,-0.404831273200864,0.134,0.352,5.87818723049972e-14,"6","Myof"
"Spata7",2.1214722008816e-18,0.246454458847826,0.197,0.068,5.93969786802829e-14,"6","Spata7"
"Dnal4.3",2.13827577280608e-18,0.347890823743456,0.453,0.282,5.98674450870245e-14,"6","Dnal4"
"Gm28875",2.23071843986833e-18,0.178191148326209,0.134,0.016,6.24556548794334e-14,"6","Gm28875"
"Sftpa1.6",2.23095289399937e-18,-1.40225149862785,0.433,0.361,6.24622191261943e-14,"6","Sftpa1"
"Suclg1.4",2.36258678911539e-18,0.379106610039125,0.705,0.499,6.61477049216527e-14,"6","Suclg1"
"Ppp1r14d",2.41137045471993e-18,0.140304290327369,0.106,0.012,6.75135499912486e-14,"6","Ppp1r14d"
"Prkci.5",2.44990950554271e-18,0.32918082261122,0.421,0.213,6.85925663361849e-14,"6","Prkci"
"Lrp1.6",2.4850560462517e-18,-0.424222501484915,0.02,0.204,6.9576599182955e-14,"6","Lrp1"
"Id4.5",2.53906679551112e-18,0.389382058646064,0.287,0.09,7.10887921407202e-14,"6","Id4"
"Hmcn1.6",2.66335315376623e-18,-0.919399235685073,0.114,0.297,7.4568561599147e-14,"6","Hmcn1"
"Cdc42ep1.3",2.72604908144663e-18,-0.305089182628141,0.055,0.276,7.63239221823428e-14,"6","Cdc42ep1"
"Loxl1.6",2.99716618360197e-18,-0.80259546592946,0.055,0.23,8.3914658808488e-14,"6","Loxl1"
"Rgcc.5",3.0087762523156e-18,-0.762728990607628,0.169,0.306,8.42397175123322e-14,"6","Rgcc"
"Il6ra.2",3.05803120270379e-18,0.21469557428943,0.193,0.041,8.56187576133007e-14,"6","Il6ra"
"Fam174b.6",3.13948260693751e-18,0.25225839208055,0.579,0.303,8.78992340290365e-14,"6","Fam174b"
"Ptprf.6",3.58748145313932e-18,0.279058378205726,0.803,0.53,1.00442305724995e-13,"6","Ptprf"
"Nostrin.4",3.61334965655998e-18,-0.459469282871942,0.008,0.175,1.01166563684366e-13,"6","Nostrin"
"Ptpn13.2",3.73630828937213e-18,0.248716671697638,0.362,0.137,1.04609159485841e-13,"6","Ptpn13"
"Sep15.5",3.77537688145942e-18,-0.403329085320505,0.854,0.914,1.05703001927101e-13,"6","Sep15"
"Napsa.6",4.04644310029242e-18,-1.21121066626255,0.193,0.368,1.13292313921987e-13,"6","Napsa"
"Cst3.6",4.41390584631919e-18,-0.843966853806077,0.862,0.934,1.23580535885245e-13,"6","Cst3"
"Cit.3",4.49889625954448e-18,0.32989598456125,0.28,0.102,1.25960097474726e-13,"6","Cit"
"Cdk2ap2.4",4.51353978302427e-18,0.382049398985463,0.717,0.515,1.26370086845113e-13,"6","Cdk2ap2"
"Snrpe.4",4.72505118168144e-18,-0.304022412205241,0.819,0.836,1.32291982984717e-13,"6","Snrpe"
"Espn",5.33267214133352e-18,0.183168905210171,0.142,0.037,1.49304154613056e-13,"6","Espn"
"Tprgl.4",5.54463740055236e-18,-0.4318721905114,0.335,0.56,1.55238757940665e-13,"6","Tprgl"
"Scx.6",5.63201031689268e-18,-0.346228734664193,0.035,0.238,1.57685024852361e-13,"6","Scx"
"2010111I01Rik.6",5.66255279687118e-18,-0.395273917662076,0.13,0.361,1.58540153206799e-13,"6","2010111I01Rik"
"Actr3.4",5.86718233907286e-18,-0.418170559497984,0.433,0.628,1.64269371129362e-13,"6","Actr3"
"Ptrf.4",5.89489004489012e-18,-0.45600690667766,0.472,0.622,1.65045131476833e-13,"6","Ptrf"
"Inppl1",6.96079101241633e-18,0.287661814253651,0.283,0.127,1.94888226765632e-13,"6","Inppl1"
"Fkbp1a.5",7.62672584822713e-18,-0.57624173363779,0.803,0.865,2.13533070298663e-13,"6","Fkbp1a"
"Il33.5",7.81451306973515e-18,-0.411482015758646,0.028,0.221,2.18790736926445e-13,"6","Il33"
"Dgcr6.4",7.99041096203436e-18,0.359006527160552,0.559,0.404,2.23715526115038e-13,"6","Dgcr6"
"Ahnak.4",8.63231628411302e-18,-0.462297663163137,0.614,0.681,2.41687591322596e-13,"6","Ahnak"
"Anp32b.5",8.8690865329547e-18,-0.435150368491191,0.508,0.694,2.48316684749666e-13,"6","Anp32b"
"Hmgn1.6",9.00805220949323e-18,-0.333253205696065,0.882,0.889,2.52207445761391e-13,"6","Hmgn1"
"Tsga10",9.1969322653638e-18,0.230155864907765,0.173,0.034,2.57495709565656e-13,"6","Tsga10"
"Ppp1r14b.3",9.28942981403472e-18,-0.409502573608088,0.232,0.443,2.60085455933344e-13,"6","Ppp1r14b"
"Ndufab1.4",9.67410283770851e-18,0.382840939652047,0.831,0.698,2.70855531250163e-13,"6","Ndufab1"
"Ano1.6",9.8494138923629e-18,-0.458867183719474,0.142,0.325,2.75763890158377e-13,"6","Ano1"
"Slc16a12.1",9.90574783610202e-18,0.227236249812808,0.201,0.066,2.77341127915184e-13,"6","Slc16a12"
"Cd36.6",1.0236696008682e-17,-0.555570891732336,0.213,0.299,2.8660701485108e-13,"6","Cd36"
"Chpt1.5",1.03880846583108e-17,0.399336635464148,0.606,0.359,2.90845594263384e-13,"6","Chpt1"
"Tmem204.6",1.04459538916752e-17,-0.399001706702839,0.008,0.172,2.92465817059122e-13,"6","Tmem204"
"Ndufa5.4",1.12153959728558e-17,-0.376470678635796,0.547,0.725,3.14008656448016e-13,"6","Ndufa5"
"Zyx.5",1.16596523166261e-17,-0.491039032548447,0.173,0.369,3.26446945560899e-13,"6","Zyx"
"Vapa.4",1.24715292997066e-17,0.382938313660774,0.839,0.697,3.49177877333186e-13,"6","Vapa"
"Mustn1.6",1.26277891507209e-17,-1.30565556118149,0.055,0.228,3.53552840641885e-13,"6","Mustn1"
"Palld.6",1.36393846207235e-17,-0.340068711307804,0.012,0.183,3.81875490611015e-13,"6","Palld"
"Wasf2.3",1.45668554711225e-17,-0.423360065299557,0.339,0.576,4.07842819480489e-13,"6","Wasf2"
"Thap3.2",1.57149650380547e-17,0.378576691409894,0.476,0.272,4.39987591135455e-13,"6","Thap3"
"Ltbp4.6",1.57365349459997e-17,-0.448772180085057,0.079,0.285,4.405915054181e-13,"6","Ltbp4"
"Glud1.5",1.57477367837518e-17,-0.383475951017537,0.232,0.46,4.40905134471484e-13,"6","Glud1"
"Gclc.6",1.85048706034325e-17,0.434635205934789,0.469,0.236,5.18099367154902e-13,"6","Gclc"
"Tmem160.4",1.97910158824163e-17,-0.393015167451551,0.37,0.551,5.54108862675893e-13,"6","Tmem160"
"Tmem176a.6",1.98886459037348e-17,0.392166450626565,0.787,0.584,5.56842308012767e-13,"6","Tmem176a"
"Dram1.6",2.15426007367065e-17,-0.292900801180312,0.323,0.259,6.03149735426307e-13,"6","Dram1"
"2700060E02Rik.3",2.1787949828625e-17,-0.358950045958489,0.614,0.773,6.10019019301843e-13,"6","2700060E02Rik"
"Ctsh.6",2.27683612422815e-17,-0.16520023043308,0.795,0.596,6.37468578061397e-13,"6","Ctsh"
"Celf2.6",2.41058524000927e-17,-0.520858988637072,0.283,0.494,6.74915655497797e-13,"6","Celf2"
"Coa6.1",2.48066891928507e-17,0.34466823867633,0.488,0.3,6.94537684021434e-13,"6","Coa6"
"Lrba.2",2.51677394204038e-17,0.260848422207951,0.276,0.109,7.04646368292465e-13,"6","Lrba"
"Tubb2a.6",2.53835574759713e-17,-0.487986958380059,0.11,0.321,7.10688842212245e-13,"6","Tubb2a"
"Kifap3.3",2.5790136508368e-17,0.344021852492771,0.398,0.222,7.22072241961288e-13,"6","Kifap3"
"Tjp3.5",2.61519489885545e-17,0.288168435692302,0.303,0.148,7.32202267781548e-13,"6","Tjp3"
"Plgrkt.2",2.69340358208608e-17,-0.338227054558554,0.138,0.35,7.54099134912460e-13,"6","Plgrkt"
"Arhgef2.4",2.87943478729983e-17,0.360889832627194,0.48,0.343,8.06184151748207e-13,"6","Arhgef2"
"Sec14l4.3",3.16890396708848e-17,0.248585052975135,0.28,0.087,8.87229732705434e-13,"6","Sec14l4"
"Ramp2.6",3.24145066093521e-17,-1.38849250509346,0.083,0.227,9.0754135604864e-13,"6","Ramp2"
"Top3b.1",3.24301596778968e-17,0.298379413134394,0.307,0.171,9.07979610661756e-13,"6","Top3b"
"Clu.6",3.28517273003865e-17,-2.28443884462899,0.295,0.424,9.19782660956221e-13,"6","Clu"
"Cox6c.5",3.37548935027779e-17,0.335471348537295,0.988,0.985,9.45069508290776e-13,"6","Cox6c"
"Fkbp10.5",3.52460173270999e-17,-0.356243318303147,0.031,0.218,9.86817993124143e-13,"6","Fkbp10"
"Mall",3.74191575048909e-17,0.180880633164504,0.169,0.033,1.04766157182193e-12,"6","Mall"
"Tmem100.6",3.77829611994542e-17,-1.27343204189996,0.035,0.215,1.05784734766232e-12,"6","Tmem100"
"Fam84a",3.79126303132824e-17,0.18953959915164,0.118,0.019,1.06147782351128e-12,"6","Fam84a"
"Rgs2.5",3.79814407320767e-17,-0.737814239221936,0.039,0.222,1.06340437761668e-12,"6","Rgs2"
"Cd2ap.6",3.95659885615022e-17,-0.448642619386974,0.343,0.452,1.10776854774494e-12,"6","Cd2ap"
"Pcolce.6",3.98225149244019e-17,-0.532483160189529,0.169,0.41,1.1149507728534e-12,"6","Pcolce"
"Fbn1.6",4.01136688665065e-17,-0.620502564177282,0.055,0.237,1.12310250092445e-12,"6","Fbn1"
"Hsph1.1",4.12024746538651e-17,0.258192427473495,0.224,0.092,1.15358688535891e-12,"6","Hsph1"
"Rbp1.6",4.77486583884693e-17,0.564488662512195,0.441,0.225,1.33686693756036e-12,"6","Rbp1"
"Polk",4.99199185194364e-17,0.245393017337406,0.213,0.075,1.39765787870718e-12,"6","Polk"
"S100g.6",5.03202351577418e-17,-1.27328489365565,0.22,0.347,1.40886594394645e-12,"6","S100g"
"Wdr47",5.09742924630737e-17,0.239642114833667,0.197,0.069,1.42717824038114e-12,"6","Wdr47"
"Adam10.5",5.10304258696895e-17,-0.380292327578551,0.177,0.399,1.42874986349957e-12,"6","Adam10"
"Cxcl16.6",6.02060647962318e-17,-0.420520465478062,0.169,0.35,1.6856494021649e-12,"6","Cxcl16"
"D1Ertd622e.3",6.09697363700785e-17,0.299512272918452,0.287,0.147,1.70703067888946e-12,"6","D1Ertd622e"
"Rap1a.6",6.93451676269816e-17,-0.469424637898114,0.449,0.64,1.94152600322023e-12,"6","Rap1a"
"Vamp8.6",7.41873591390911e-17,0.316885076477381,0.961,0.826,2.07709768117627e-12,"6","Vamp8"
"Ltbp2.6",7.9487901559144e-17,-0.917242892958483,0.067,0.227,2.22550226785291e-12,"6","Ltbp2"
"Lrig1",8.09854641100438e-17,0.247731586179017,0.22,0.068,2.26743102415301e-12,"6","Lrig1"
"Tns1.6",8.82726988070743e-17,-0.5597613811882,0.24,0.481,2.47145902120047e-12,"6","Tns1"
"1810043H04Rik.1",8.86285051247807e-17,0.336846734864426,0.563,0.408,2.48142088648361e-12,"6","1810043H04Rik"
"Nes.6",8.98233030750526e-17,-0.472296045780657,0.031,0.205,2.51487283949532e-12,"6","Nes"
"AU022754",9.6567879628746e-17,0.157540944484809,0.122,0.025,2.70370749384563e-12,"6","AU022754"
"Reep6",1.01684127627634e-16,0.178109964813578,0.201,0.05,2.8469522053185e-12,"6","Reep6"
"Tgm2.5",1.08090754359075e-16,-0.308689408370011,0.051,0.256,3.02632494054537e-12,"6","Tgm2"
"D3Ertd751e",1.09805418761386e-16,0.249226393718646,0.201,0.056,3.07433211448128e-12,"6","D3Ertd751e"
"H2-D1.4",1.14258839250696e-16,-0.522894166059833,0.622,0.711,3.19901898134099e-12,"6","H2-D1"
"Hnrnpab.5",1.15567759104334e-16,-0.340563492289782,0.669,0.747,3.23566611940315e-12,"6","Hnrnpab"
"P2ry14.6",1.19138631328395e-16,-0.934395592993457,0.067,0.202,3.3356433999324e-12,"6","P2ry14"
"Chka.6",1.20591402576167e-16,0.393496207766712,0.689,0.433,3.37631808932752e-12,"6","Chka"
"Pdlim3.6",1.21454182714192e-16,-0.64020642181358,0.067,0.265,3.40047420763196e-12,"6","Pdlim3"
"Acta2.6",1.25561578344564e-16,-1.55406201098724,0.106,0.269,3.5154730704911e-12,"6","Acta2"
"Ablim1.4",1.27239140254208e-16,-0.408354765046691,0.181,0.418,3.56244144883732e-12,"6","Ablim1"
"Rcn3.6",1.30826678472973e-16,-0.584306008693108,0.047,0.232,3.6628853438863e-12,"6","Rcn3"
"Tagap1",1.42851789684206e-16,0.24801215922859,0.224,0.072,3.9995644075784e-12,"6","Tagap1"
"Foxq1.5",1.52970157101456e-16,-0.524256549603539,0.126,0.294,4.28285845852657e-12,"6","Foxq1"
"Prdx5.5",1.55185994552738e-16,0.419437233022152,0.878,0.78,4.34489747548755e-12,"6","Prdx5"
"Gm17586",1.58319431590344e-16,0.17404982841486,0.142,0.029,4.43262744566645e-12,"6","Gm17586"
"Col6a3.6",1.59444677855227e-16,-0.624389801994822,0.028,0.207,4.46413209059065e-12,"6","Col6a3"
"Syne1.5",1.63285470098659e-16,0.318249414791282,0.299,0.102,4.57166659182226e-12,"6","Syne1"
"Ogg1",1.68479781850213e-16,0.233143826400164,0.205,0.069,4.71709693224228e-12,"6","Ogg1"
"Serpinb6b.5",1.75905429724508e-16,-0.544983330201914,0.382,0.472,4.92500022142677e-12,"6","Serpinb6b"
"Stard10.5",1.76910462932455e-16,0.261923892075695,0.634,0.369,4.95313914118288e-12,"6","Stard10"
"Pygl.5",1.96799163670915e-16,0.280970167657815,0.287,0.1,5.50998298445829e-12,"6","Pygl"
"Tomm20.3",2.00300910183463e-16,-0.312157910722917,0.74,0.814,5.60802488331659e-12,"6","Tomm20"
"Mcam.6",2.07140515907608e-16,-0.50797057644716,0.031,0.213,5.79952016438121e-12,"6","Mcam"
"Cep128",2.09448171231105e-16,0.177959162914702,0.134,0.024,5.86412989812847e-12,"6","Cep128"
"Nme7",2.14798548905201e-16,0.237279922992148,0.217,0.076,6.01392977224781e-12,"6","Nme7"
"Ctsl.6",2.173981380922e-16,-0.550397619985231,0.417,0.558,6.08671307030542e-12,"6","Ctsl"
"Polr2k.3",2.20941475920507e-16,0.361645215493706,0.76,0.607,6.18591944282235e-12,"6","Polr2k"
"Capzb.5",2.40165123501545e-16,-0.354190309095055,0.701,0.808,6.72414312779626e-12,"6","Capzb"
"Ctnnb1.5",2.43393151065972e-16,0.361092509132011,0.898,0.729,6.81452144354509e-12,"6","Ctnnb1"
"Pdpn.6",2.54839237039305e-16,-0.646672847108025,0.071,0.274,7.13498895862645e-12,"6","Pdpn"
"Lamp1.5",2.68884812704805e-16,-0.368114932089783,0.772,0.857,7.52823698610914e-12,"6","Lamp1"
"Hyal2.5",2.97329913282949e-16,-0.302150176312156,0.047,0.237,8.32464291209601e-12,"6","Hyal2"
"Bhlhe41.1",3.08809071655925e-16,0.220046239777586,0.134,0.02,8.6460363882226e-12,"6","Bhlhe41"
