"","X12.5","X13","X13.5","X14","X14.5","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"Cre06.g278143",5.07829573516072,4.67176955789293,4.71904527033653,4.80402171035276,4.900959864282,4.7187504785218,4.53568080586445,4.42048234547745,4.23938420313845,4.08730307878011,4.19328098522195,4.09203536466595,3.95556789280131,3.89206063624676,4.06160132934772
"Cre06.g278159",4.2930487125699,4.49728668018445,4.95723143557043,5.17788146078403,5.31338250567207,5.43285267222941,5.84566199969777,6.39327027841904,6.74259195019417,7.24611113315613,7.23578746100556,7.61192016425271,7.93776377056076,7.59146982010222,7.61896156443667
"Cre06.g278175",4.07333448362151,4.54218888669809,4.77553234093586,4.93718313293652,5.04287946243884,5.00183349730259,5.03251235802566,5.29451657748887,5.43339404681704,5.57326369309896,5.50414903663652,5.61997916141693,5.54841270716856,5.35547041180366,5.24584579279727
"Cre06.g278183",4.07600232160714,4.08878932462932,3.94356917375665,4.03091736244796,4.07626690307705,4.253624900525,4.15672315648155,4.25626440625385,4.10418300598733,4.21271689575193,4.13888395422084,4.20296287629152,4.15149626460509,4.40421723916663,4.24960611872135
"Cre06.g278215",3.11950040136669,3.18443925113144,3.55184852802982,3.75356431362097,3.93051763915358,4.12514044375763,4.45644736193887,4.90860290018814,5.31278409128605,5.60026887566073,5.83196565551697,5.98928994786579,6.19169386166265,6.48512626479322,6.51228394680786
"Cre06.g278256",5.83420924826904,5.13022060665936,4.5367929122475,4.32530510100862,4.28608399444185,4.10475095477539,3.99671267202377,3.72625085261903,3.50585649640524,3.37779712479726,3.21288993029411,3.00192196990316,3.1552951218167,3.35827393482112,3.19610847293767
"Cre06.g278750",6.9303841426774,6.6714200218118,6.85856980233419,6.85881693489439,6.85482644899947,6.80606298043526,6.88907880721662,6.82736229780273,6.73380821951362,6.42851272842269,6.34477167084683,6.12010139166083,5.99299095502341,5.86985509298773,5.94650613251066
"Cre06.g279150",5.80215101408337,4.60546422465361,4.11494630879687,4.12086006436394,3.96341519492135,3.79645935027903,3.80029046893159,3.44382623787175,3.52697292962913,3.48465561290342,3.21770511995066,3.42266021510866,3.54654755208478,3.22701842469187,3.67830776620743
"Cre06.g279500",3.36866971458207,3.62213229570753,4.41720354164603,4.55154957201341,4.81741534260417,4.75822119929535,5.11466408020862,5.30702426854305,5.46202761197543,5.59696608573878,5.59719326579165,5.55342030889735,5.5489199267089,5.69227299397784,5.85297512315389
"Cre06.g279850",5.05802226272692,4.78215829068378,4.80507637744342,4.59743250162895,4.67640713070257,4.76959166060134,4.66831584976516,4.63998601679767,4.56163439200711,4.22205195053757,4.32190340634599,4.00844706135144,3.81810530095617,4.0925253185289,4.34194701973695
"Cre06.g280500",2.62229741906493,2.88779421103848,2.97573328525801,3.19106972951687,3.16008798011977,3.08635455961703,3.30361891516701,3.57013303838263,3.65813451982519,4.1883166684629,4.10130661418894,4.44101779177775,4.58659386805667,4.40906738040542,3.91484785998607
